State,City,Population,None,High School,Associates,Bachelors,Graduate,Total
Kansas,Radium,22,1,14,0,4,0,19
Kansas,Seward,38,2,26,3,0,0,31
Kansas,Sylvan Grove,290,9,77,74,32,25,217
Kansas,Holcomb,2204,183,318,451,167,103,1222
Kansas,Ingalls,222,18,46,52,27,7,150
Kansas,Rantoul,199,15,60,25,13,4,117
Kansas,Jennings,146,12,56,21,13,5,107
Kansas,Bushton,285,16,68,69,17,11,181
Kansas,Overbrook,938,37,273,232,85,56,683
Kansas,Melvern,455,45,129,79,20,22,295
Kansas,Arlington,545,45,141,169,38,5,398
Kansas,Holton,3257,136,796,756,229,196,2113
Kansas,Junction City,23703,902,3525,6170,1994,889,13480
Kansas,Longton,376,25,96,80,17,9,227
Kansas,Partridge,217,39,56,49,8,4,156
Kansas,Pretty Prairie,536,27,129,136,53,48,393
Kansas,Wathena,1437,108,371,266,152,60,957
Kansas,Brownell,55,2,12,18,4,1,37
Kansas,Mayfield,95,5,35,14,7,2,63
Kansas,Mulvane,5719,95,1100,1481,856,437,3969
Kansas,Hamlin,71,2,16,4,10,0,32
Kansas,Severance,122,16,39,24,0,0,79
Kansas,Coolidge,187,10,42,9,39,3,103
Kansas,St. Paul,614,55,94,169,64,27,409
Kansas,Stark,73,6,21,32,1,0,60
Kansas,Spearville,1015,18,140,215,158,131,662
Kansas,Raymond,70,3,26,27,2,0,58
Kansas,Haddam,113,5,33,18,14,5,75
Kansas,Earlton,102,11,10,32,0,0,53
Kansas,Atchison,10675,473,1950,2020,943,623,6009
Kansas,Blue Rapids,1081,51,325,231,37,19,663
Kansas,Danville,46,4,17,10,2,2,35
Kansas,Miltonvale,586,61,155,111,61,19,407
Kansas,Jamestown,341,14,70,101,36,13,234
Kansas,Aurora,75,9,34,8,0,0,51
Kansas,Redfield,113,9,44,21,0,0,74
Kansas,Zurich,99,4,34,28,8,0,74
Kansas,Woodston,100,22,32,13,0,0,67
Kansas,Stockton,1543,139,326,380,146,113,1104
Kansas,Ashland,633,26,146,161,93,54,480
Kansas,Greeley,271,6,95,64,10,0,175
Kansas,Marquette,704,29,177,199,73,21,499
Kansas,Bendena,113,0,15,47,21,12,95
Kansas,Bucyrus,412,0,132,104,45,0,281
Kansas,Wallace,73,3,24,21,8,0,56
Kansas,Glen Elder,427,8,92,135,38,5,278
Kansas,Simpson,54,8,11,23,2,0,44
Kansas,Emmett,122,8,47,17,0,0,72
Kansas,Burden,715,31,166,155,55,10,417
Kansas,Hesston,3777,31,443,570,873,478,2395
Kansas,Winfield,12138,848,2623,2794,1070,643,7978
Kansas,Ottawa,12275,682,2700,2830,981,619,7812
Kansas,Halstead,2158,120,427,531,200,68,1346
Kansas,Tonganoxie,5073,247,1103,917,804,273,3344
Kansas,Gaylord,165,13,35,31,12,7,98
Kansas,Catharine,32,0,8,12,0,0,20
Kansas,Toronto,239,25,66,77,15,3,186
Kansas,McLouth,1184,52,270,259,89,35,705
Kansas,Park,142,7,51,21,11,3,93
Kansas,Gove City,89,5,17,18,7,3,50
Kansas,Scranton,645,43,172,153,37,11,416
Kansas,Timken,68,2,6,25,0,4,37
Kansas,Soldier,90,3,16,28,6,2,55
Kansas,Pawnee Rock,266,29,61,81,9,1,181
Kansas,Wetmore,354,8,82,91,23,6,210
Kansas,Lost Springs,108,13,49,16,0,4,82
Kansas,Chicopee,673,11,129,134,141,72,487
Kansas,Falun,60,14,23,7,0,0,44
Kansas,Benedict,94,29,10,29,0,0,68
Kansas,Coyville,50,5,1,21,0,1,28
Kansas,McCune,396,14,86,120,37,11,268
Kansas,New Albany,165,12,33,38,2,0,85
Kansas,Brewster,327,10,61,86,31,13,201
Kansas,Montezuma,892,252,111,197,56,33,649
Kansas,Bunker Hill,179,20,44,30,6,4,104
Kansas,Dorrance,223,1,51,53,15,14,134
Kansas,Summerfield,124,14,58,22,10,2,106
Kansas,Denton,160,7,53,34,21,1,116
Kansas,White Cloud,109,9,25,27,7,5,73
Kansas,Elmdale,67,17,3,29,5,3,57
Kansas,Long Island,153,2,35,38,19,2,96
Kansas,Prairie View,116,3,29,26,20,1,79
Kansas,Coats,142,33,19,40,0,0,92
Kansas,Milton,169,26,55,34,0,0,115
Kansas,Marienthal,53,0,1,13,20,19,53
Kansas,McConnell AFB,1488,38,102,355,169,43,707
Kansas,Lowell,368,0,90,118,12,24,244
Kansas,Fort Dodge,172,36,66,18,34,18,172
Kansas,Fort Riley,7116,83,925,921,363,31,2323
Kansas,Franklin,499,65,85,127,0,18,295
Kansas,Grantville,186,0,31,52,18,0,101
Kansas,Harris,0,0,0,0,0,0,0
Kansas,Healy,203,10,43,66,20,11,150
Kansas,Hillsdale,305,0,59,157,46,17,279
Kansas,Detroit,135,10,66,0,0,0,76
Kansas,Home,143,0,53,44,32,0,129
Kansas,Kickapoo Site 1,59,5,8,19,0,0,32
Kansas,Kickapoo Site 2,61,0,9,15,0,0,24
Kansas,Kickapoo Site 5,32,3,19,1,0,2,25
Kansas,Kickapoo Site 7,34,5,13,12,0,0,30
Kansas,Kickapoo Tribal Center,144,10,32,44,16,6,108
Kansas,Kipp,112,0,25,0,0,0,25
Kansas,Levant,30,0,13,17,0,0,30
Kansas,Kickapoo Site 6,36,0,9,6,0,0,15
Kansas,Sublette,1556,199,193,387,160,53,992
Kansas,Lawrence,95294,2228,8148,13981,14159,14098,52614
Kansas,Walnut,186,21,43,44,1,0,109
Kansas,Peabody,1171,42,342,349,57,42,832
Kansas,Dexter,327,21,90,78,33,16,238
Kansas,Wellsville,1987,78,496,444,177,46,1241
Kansas,Newton,18923,1312,3492,4354,1938,1346,12442
Kansas,Athol,37,4,17,6,6,0,33
Kansas,Neosho Falls,143,34,47,24,4,0,109
Kansas,Formoso,92,14,41,18,2,3,78
Kansas,Clifton,425,38,91,131,47,13,320
Kansas,Palmer,168,14,33,60,14,6,127
Kansas,Havana,97,18,17,22,6,0,63
Kansas,Salina,47230,3027,9899,10537,5384,2897,31744
Kansas,Canton,754,71,230,150,63,14,528
Kansas,Altoona,282,44,71,70,18,4,207
Kansas,Benton,971,16,165,252,200,53,686
Kansas,Sun City,36,4,10,12,1,0,27
Kansas,Ulysses,5639,830,938,1034,312,149,3263
Kansas,Tribune,765,50,148,144,129,18,489
Kansas,Longford,130,5,20,37,10,0,72
Kansas,Lakin,1974,349,396,314,109,41,1209
Kansas,Little River,497,16,134,126,48,0,324
Kansas,Medicine Lodge,2027,134,478,572,126,91,1401
Kansas,Lebo,753,37,189,203,69,33,531
Kansas,Waverly,677,31,169,123,105,31,459
Kansas,Blue Mound,332,45,92,116,5,7,265
Kansas,Havensville,138,2,70,28,13,0,113
Kansas,Louisville,214,54,70,26,16,0,166
Kansas,Belle Plaine,1585,80,454,466,102,42,1144
Kansas,Arma,1313,125,333,305,91,93,947
Kansas,Merriam,11243,641,1860,2833,1802,1109,8245
Kansas,Greenleaf,438,66,101,79,13,6,265
Kansas,Dunlap,30,3,22,2,3,0,30
Kansas,Hoxie,1145,65,300,321,164,43,893
Kansas,Bentley,558,40,114,130,51,15,350
Kansas,Olathe,135986,5584,13857,24632,27219,14252,85544
Kansas,Prairie Village,22048,162,1282,2969,6887,4675,15975
Kansas,Fairway,3947,15,205,466,966,1186,2838
Kansas,Bel Aire,7671,94,475,1304,2074,1265,5212
Kansas,La Harpe,579,32,199,151,32,5,419
Kansas,Gas,488,42,150,131,17,24,364
Kansas,Barnes,165,7,52,36,2,6,103
Kansas,Latimer,23,0,3,3,3,1,10
Kansas,Edgerton,1665,86,341,357,215,50,1049
Kansas,Gardner,21351,521,3168,4699,3291,1085,12764
Kansas,Herndon,134,6,50,34,8,1,99
Kansas,Dighton,1031,28,253,284,76,38,679
Kansas,Horace,109,20,28,11,11,0,70
Kansas,Goessel,582,24,139,134,74,32,403
Kansas,Ramona,107,17,16,34,9,2,78
Kansas,Udall,660,38,166,222,35,23,484
Kansas,Gypsum,441,20,101,141,33,10,305
Kansas,New Cambria,67,17,20,17,7,0,61
Kansas,Abilene,6422,628,1403,1314,821,333,4499
Kansas,Carlton,12,1,4,6,0,0,11
Kansas,Hepler,139,18,41,27,3,3,92
Kansas,Tampa,124,5,38,20,17,3,83
Kansas,Bronson,281,19,72,63,5,8,167
Kansas,Moundridge,2186,204,517,475,219,117,1532
Kansas,Lehigh,220,16,51,47,12,7,133
Kansas,Claflin,491,18,110,166,67,9,370
Kansas,Alton,119,20,30,19,16,3,88
Kansas,Schoenchen,161,9,61,31,16,2,119
Kansas,Ellis,2158,158,462,366,289,122,1397
Kansas,Oketo,82,4,37,9,17,0,67
Kansas,Axtell,384,22,114,71,36,11,254
Kansas,Valley Falls,1017,76,316,231,85,28,736
Kansas,Iola,5400,332,1136,1163,521,282,3434
Kansas,Meriden,731,23,170,170,43,25,431
Kansas,Prescott,255,43,68,42,28,12,193
Kansas,Pleasanton,1454,88,384,330,74,36,912
Kansas,Norcatur,316,25,64,93,22,2,206
Kansas,Greeley County unified government (balance),326,30,51,73,51,18,223
Kansas,Chase,514,65,94,131,24,10,324
Kansas,Frederick,6,3,2,1,0,0,6
Kansas,Niotaze,91,11,32,26,3,0,72
Kansas,Lincoln Center,1323,85,337,379,68,41,910
Kansas,Mission,9437,356,979,1876,2366,1323,6900
Kansas,Larned,3865,273,754,1196,457,198,2878
Kansas,Minneola,928,53,157,209,133,32,584
Kansas,Baileyville,269,0,120,32,19,0,171
Kansas,Parkerville,70,4,16,12,6,0,38
Kansas,Chetopa,1329,145,360,300,52,28,885
Kansas,Oswego,1839,117,454,528,127,68,1294
Kansas,Shawnee,65239,2161,7810,12689,13429,7235,43324
Kansas,Westwood,1624,33,98,199,405,376,1111
Kansas,Westwood Hills,378,6,18,27,98,140,289
Kansas,Cheney,2028,102,460,419,273,95,1349
Kansas,Linn,444,48,114,104,33,8,307
Kansas,Cherryvale,2194,166,449,603,131,51,1400
Kansas,Elk City,299,26,76,70,7,0,179
Kansas,Cullison,48,2,9,16,3,3,33
Kansas,Pratt,6774,348,1196,1654,782,331,4311
Kansas,Richfield,37,1,10,13,2,0,26
Kansas,Rolla,589,46,109,119,39,27,340
Kansas,Jewell,506,21,188,87,22,26,344
Kansas,Inman,1309,105,223,328,182,59,897
Kansas,Clearwater,2608,100,443,725,368,67,1703
Kansas,Leavenworth,36008,2022,6636,7615,3833,3542,23648
Kansas,Asherville,0,0,0,0,0,0,0
Kansas,Ada,139,0,45,10,0,0,55
Kansas,LeRoy,657,30,169,161,32,11,403
Kansas,Parkerfield,376,6,94,122,46,14,282
Kansas,Ransom,345,14,88,124,17,20,263
Kansas,Manhattan,55489,1117,3824,8079,7183,6832,27035
Kansas,Riley,1434,36,269,395,211,62,973
Kansas,Portis,100,4,18,29,12,0,63
Kansas,Reserve,54,28,11,9,2,0,50
Kansas,Hiawatha,3158,141,724,795,322,200,2182
Kansas,Nickerson,1038,82,218,294,72,30,696
Kansas,Chapman,1241,39,301,306,127,81,854
Kansas,Labette,55,11,17,11,5,0,44
Kansas,Linwood,508,60,172,103,22,4,361
Kansas,Bird City,530,45,105,132,90,4,376
Kansas,Elbing,336,3,44,90,49,16,202
Kansas,Barnard,39,1,12,16,5,5,39
Kansas,Harveyville,265,22,56,55,35,6,174
Kansas,Oberlin,1640,101,394,498,139,86,1218
Kansas,Plains,1121,159,180,166,90,44,639
Kansas,Galesburg,166,23,23,21,11,7,85
Kansas,Ford,226,12,86,49,22,0,169
Kansas,Louisburg,4386,123,685,1217,479,230,2734
Kansas,Willard,95,3,26,28,0,0,57
Kansas,Andover,12862,333,1151,2248,2376,1526,7634
Kansas,Bern,168,5,52,38,22,2,119
Kansas,Corning,235,2,36,45,35,4,122
Kansas,Goff,167,9,26,41,8,2,86
Kansas,Roseland,99,17,28,17,5,0,67
Kansas,Enterprise,1069,43,228,267,47,24,609
Kansas,Delphos,406,36,143,72,27,7,285
Kansas,Concordia,5138,299,936,1182,459,370,3246
Kansas,Madison,854,71,207,209,67,31,585
Kansas,Sharon Springs,858,34,177,233,115,41,600
Kansas,Atlanta,172,6,36,68,28,0,138
Kansas,Freeport,0,0,0,0,0,0,0
Kansas,Waldron,19,0,11,4,2,0,17
Kansas,Minneapolis,1736,94,405,476,222,71,1268
Kansas,Hillsboro,2851,183,443,663,342,176,1807
Kansas,Otis,274,38,61,82,22,8,211
Kansas,Olivet,44,1,25,15,0,0,41
Kansas,Quenemo,370,59,128,58,7,0,252
Kansas,Lenexa,53051,1508,5059,9454,12827,7719,36567
Kansas,Leoti,1549,189,318,338,129,41,1015
Kansas,McDonald,184,28,33,53,10,5,129
Kansas,Richmond,657,26,201,147,21,11,406
Kansas,Lansing,11835,846,2144,2557,1569,1142,8258
Kansas,Derby,23768,569,3127,5553,4413,2013,15675
Kansas,La Crosse,1170,91,228,334,127,72,852
Kansas,Offerle,228,15,29,49,36,6,135
Kansas,Cambridge,161,11,15,82,0,0,108
Kansas,Arkansas City,11986,935,2319,2819,776,436,7285
Kansas,Oneida,86,6,8,7,0,2,23
Kansas,Munden,105,0,26,35,15,8,84
Kansas,Vining,73,0,34,15,0,1,50
Kansas,Washington,1088,40,330,277,96,25,768
Kansas,Coffeyville,9578,1017,1703,2520,732,232,6204
Kansas,Sawyer,140,3,27,29,8,2,69
Kansas,Oak Hill,58,1,9,19,0,0,29
Kansas,Randall,65,0,21,27,2,1,51
Kansas,Florence,460,40,135,103,54,10,342
Kansas,Rossville,1263,45,302,306,108,27,788
Kansas,Marion,1832,147,353,479,203,106,1288
Kansas,Assaria,466,28,93,133,51,15,320
Kansas,Brookville,296,13,72,75,20,7,187
Kansas,White City,635,43,211,159,20,11,444
Kansas,Wilsey,144,9,55,36,8,5,113
Kansas,Kinsley,1569,199,352,398,141,69,1159
Kansas,Morganville,192,11,70,55,7,1,144
Kansas,Wakefield,1048,29,184,302,127,74,716
Kansas,Durham,100,20,46,13,2,3,84
Kansas,Lincolnville,167,15,73,24,8,7,127
Kansas,Burr Oak,199,30,53,63,20,2,168
Kansas,Maize,4696,44,738,1002,294,439,2517
Kansas,Belpre,125,21,25,13,5,0,64
Kansas,Allen,166,20,33,49,7,3,112
Kansas,Robinson,204,19,55,42,11,11,138
Kansas,Ozawkie,647,13,126,165,91,61,456
Kansas,Bennington,749,43,119,189,88,36,475
Kansas,Cuba,283,11,59,100,22,2,194
Kansas,Cottonwood Falls,770,58,170,216,88,31,563
Kansas,South Haven,342,26,54,83,49,13,225
Kansas,Grainfield,289,19,85,79,30,7,220
Kansas,Hunnewell,108,11,14,25,8,0,58
Kansas,Matfield Green,22,7,5,6,2,2,22
Kansas,Parsons,9876,895,2127,2384,775,487,6668
Kansas,Hanover,627,46,140,120,87,34,427
Kansas,Iuka,162,12,31,44,15,10,112
Kansas,Webber,26,2,8,16,0,0,26
Kansas,Centralia,558,32,118,139,60,24,373
Kansas,Scandia,507,16,100,147,45,29,337
Kansas,Clay Center,4079,266,847,984,423,336,2856
Kansas,Sterling,2515,110,327,478,209,232,1356
Kansas,Mildred,12,0,5,3,0,0,8
Kansas,La Cygne,1134,94,302,275,54,10,735
Kansas,Quinter,889,51,194,210,138,46,639
Kansas,Norton,2792,189,606,766,241,100,1902
Kansas,Leon,675,52,151,190,14,19,426
Kansas,Liberal,20251,3623,3739,3080,909,308,11659
Kansas,Hoyt,601,19,163,136,58,35,411
Kansas,Elgin,85,14,25,24,0,0,63
Kansas,Susank,24,4,6,10,1,0,21
Kansas,Mission Woods,177,0,8,14,69,54,145
Kansas,Albert,159,11,56,43,10,1,121
Kansas,Ellinwood,2375,201,505,624,180,118,1628
Kansas,St. George,951,20,90,178,175,63,526
Kansas,Bison,164,19,43,51,11,4,128
Kansas,Eudora,6745,249,1074,1224,1080,402,4029
Kansas,Macksville,545,94,85,88,31,16,314
Kansas,Bonner Springs,7796,613,1962,1517,703,440,5235
Kansas,Hope,380,22,144,77,34,7,284
Kansas,Bluff City,146,5,43,43,0,2,93
Kansas,Onaga,808,97,234,128,89,48,596
Kansas,Overland Park,188687,4013,15850,31368,47937,30466,129634
Kansas,Lebanon,283,18,96,53,27,5,199
Kansas,Sabetha,2555,147,631,472,320,125,1695
Kansas,Baxter Springs,4004,280,925,963,359,142,2669
Kansas,Tipton,218,8,60,67,26,2,163
Kansas,North Newton,1879,38,197,259,309,373,1176
Kansas,Edwardsville,4462,316,802,1125,335,197,2775
Kansas,Linn Valley,745,61,212,177,108,23,581
Kansas,Cunningham,403,18,79,129,45,25,296
Kansas,Stafford,1122,57,265,293,105,34,754
Kansas,Hays,20956,747,2887,3840,3178,1459,12111
Kansas,Fort Scott,7800,524,1502,2127,625,313,5091
Kansas,Fulton,116,2,33,27,9,2,73
Kansas,Cimarron,2312,187,301,541,262,89,1380
Kansas,Oskaloosa,1438,80,395,276,158,40,949
Kansas,Elk Falls,94,19,11,31,4,3,68
Kansas,Vermillion,86,3,29,16,7,3,58
Kansas,Clyde,861,39,190,227,74,31,561
Kansas,Eureka,2308,205,595,610,190,62,1662
Kansas,Lenora,326,7,92,82,42,23,246
Kansas,Hamilton,271,9,63,80,20,1,173
Kansas,Russell,4460,446,920,1191,406,492,3455
Kansas,Tescott,289,16,78,58,15,8,175
Kansas,Severy,207,6,72,70,12,10,170
Kansas,Liebenthal,163,11,45,24,12,3,95
Kansas,Hugoton,4067,515,762,958,163,101,2499
Kansas,Baldwin City,4658,118,711,735,612,485,2661
Kansas,Lecompton,701,49,128,111,40,35,363
Kansas,Green,171,11,23,62,16,4,116
Kansas,Burns,288,41,65,48,28,3,185
Kansas,Burlingame,968,58,227,218,65,22,590
Kansas,Savonburg,57,8,9,16,3,0,36
Kansas,Neosho Rapids,212,10,81,42,20,7,160
Kansas,Rose Hill,4024,221,612,1102,507,225,2667
Kansas,Winona,270,9,43,76,20,3,151
Kansas,Circleville,193,6,55,43,12,6,122
Kansas,Rexford,232,20,26,44,20,9,119
Kansas,Gorham,408,13,68,109,31,12,233
Kansas,Osborne,1507,80,380,315,190,30,995
Kansas,Milford,321,10,56,64,31,15,176
Kansas,Denison,127,11,47,29,3,2,92
Kansas,Zenda,79,9,20,19,17,1,66
Kansas,Meade,1592,80,431,353,179,55,1098
Kansas,Ellsworth,3030,261,803,770,260,113,2207
Kansas,Alta Vista,504,26,167,109,72,6,380
Kansas,Penalosa,2,0,0,2,0,0,2
Kansas,Kismet,424,86,74,92,53,5,310
Kansas,Norwich,487,13,72,129,73,22,309
Kansas,Russell Springs,25,4,9,4,2,0,19
Kansas,Nashville,27,1,10,10,3,1,25
Kansas,Fontana,263,39,46,70,18,0,173
Kansas,Osawatomie,4315,131,1220,927,320,85,2683
Kansas,Spring Hill,6315,89,1113,1498,717,325,3742
Kansas,Speed,33,4,10,9,1,2,26
Kansas,Kingman,2977,185,736,864,310,84,2179
Kansas,Burrton,876,39,191,197,98,32,557
Kansas,Beattie,215,23,90,23,30,10,176
Kansas,Agenda,44,1,17,12,2,1,33
Kansas,Rush Center,221,18,66,68,14,15,181
Kansas,Mount Hope,784,39,198,219,70,24,550
Kansas,Eastborough,762,7,25,123,176,208,539
Kansas,Garden Plain,779,36,151,155,123,34,499
Kansas,Goodland,4515,195,892,1273,435,143,2938
Kansas,Bartlett,60,6,23,15,1,0,45
Kansas,Girard,2721,161,564,598,236,140,1699
Kansas,Neodesha,2074,203,509,525,119,61,1417
Kansas,Buffalo,298,15,64,85,15,1,180
Kansas,Fredonia,2314,252,500,585,201,71,1609
Kansas,Sylvia,246,25,46,55,4,4,134
Kansas,Kirwin,155,3,72,22,17,8,122
Kansas,South Hutchinson,2494,277,658,722,156,62,1875
Kansas,Abbyville,80,0,25,33,3,0,61
Kansas,Auburn,1181,42,262,282,187,14,787
Kansas,McCracken,202,30,44,63,12,7,156
Kansas,Netawaka,174,8,53,40,11,3,115
Kansas,Carbondale,1371,68,356,287,77,18,806
Kansas,Moscow,225,40,55,32,19,3,149
Kansas,Osage City,2821,223,860,642,251,90,2066
Kansas,Mission Hills,3580,8,55,195,1145,1020,2423
Kansas,Galena,2924,296,759,728,151,125,2059
Kansas,Haviland,727,39,81,128,86,61,395
Kansas,WaKeeney,1988,98,466,612,190,67,1433
Kansas,Eskridge,555,44,189,147,33,6,419
Kansas,McFarland,358,22,118,51,29,5,225
Kansas,Bogue,344,18,50,44,48,8,168
Kansas,Hudson,98,11,26,20,13,4,74
Kansas,Chanute,9119,631,1904,2254,770,354,5913
Kansas,Lyons,3608,260,754,987,343,116,2460
Kansas,Hazelton,150,28,30,33,1,2,94
Kansas,Highland,1069,10,95,121,64,32,322
Kansas,Alexander,82,6,18,24,4,5,57
Kansas,Spivey,39,1,15,14,2,2,34
Kansas,Ogden,1745,65,384,411,98,18,976
Kansas,Randolph,160,3,40,40,18,10,111
Kansas,Maple Hill,648,12,158,123,53,52,398
Kansas,Glade,15,1,8,4,2,0,15
Kansas,Yates Center,1309,96,387,392,88,27,990
Kansas,Grenola,184,18,61,42,7,13,141
Kansas,Plevna,76,6,19,35,4,0,64
Kansas,Topeka,126877,8335,27279,25386,15364,8845,85209
Kansas,Mullinville,226,13,37,78,12,0,140
Kansas,Ness City,1512,115,341,322,192,70,1040
Kansas,Mayetta,301,22,80,68,9,7,186
Kansas,Delia,168,6,45,40,14,0,105
Kansas,Culver,112,12,52,17,4,1,86
Kansas,Mahaska,66,5,26,11,6,2,50
Kansas,Whiting,193,11,55,39,19,5,129
Kansas,Lyndon,1043,50,171,229,131,43,624
Kansas,Altamont,1047,41,197,234,111,41,624
Kansas,Morrowville,148,13,42,21,7,0,83
Kansas,Caney,1838,177,411,577,137,17,1319
Kansas,Liberty,91,7,25,25,4,0,61
Kansas,Wilmore,34,0,17,16,0,0,33
Kansas,Preston,167,14,20,49,13,4,100
Kansas,Republic,110,2,27,45,2,9,85
Kansas,Windom,110,10,22,20,10,2,64
Kansas,Howard,684,52,201,148,47,59,507
Kansas,Silver Lake,1514,21,280,308,203,116,928
Kansas,Uniontown,311,12,33,81,33,20,179
Kansas,Bushong,10,2,5,3,0,0,10
Kansas,Hartford,377,28,91,68,34,4,225
Kansas,Reading,201,15,51,48,7,6,127
Kansas,Clayton,63,8,15,20,2,0,45
Kansas,Everest,283,7,103,79,27,5,221
Kansas,Fairview,359,24,95,86,23,4,232
Kansas,St. Francis,1428,77,276,389,205,52,999
Kansas,Kanopolis,491,66,147,105,46,8,372
Kansas,Seneca,1990,120,653,457,179,81,1490
Kansas,Goddard,4319,248,684,932,533,222,2619
Kansas,Waterville,743,30,157,205,78,27,497
Kansas,Marysville,3289,189,929,682,271,192,2263
Kansas,Waldo,62,17,14,14,2,4,51
Kansas,Grinnell,283,12,95,80,30,8,225
Kansas,Syracuse,1808,283,401,242,134,44,1104
Kansas,Olmitz,110,21,26,29,4,3,83
